Name,Rating,Reviews,Category,Address,city,country,Website,Phone,Url
Schnitzelei Mitte,4.5,"5,623",German restaurant,"Chausseestr. 8 Hinterhof erreichbar über: Chausseestr. 8 oder, Novalisstraße 11, 10115 Berlin, Germany",Berlin,Germany,https://schnitzelei.de/mitte/,+49 30 32519422,https://www.google.com/maps/place/Schnitzelei+Mitte/data=!4m7!3m6!1s0x47a851ebe54807cb:0xa32f86cbc9fe5051!8m2!3d52.5285831!4d13.3878853!16s%2Fg%2F11c1tqz9ly!19sChIJywdI5etRqEcRUVD-ycuGL6M?authuser=0&hl=en&rclk=1
Hofbräu Wirtshaus Berlin,4.3,"25,167",German restaurant,"Karl-Liebknecht-Str. 30, 10178 Berlin, Germany",Berlin,Germany,https://www.hofbraeu-wirtshaus.de/berlin,+49 30 679665520,https://www.google.com/maps/place/Hofbr%C3%A4u+Wirtshaus+Berlin/data=!4m7!3m6!1s0x47a84e1e91407b03:0xdb4940eb3fc10d1d!8m2!3d52.5247247!4d13.4137705!16s%2Fg%2F1tgdg_zb!19sChIJA3tAkR5OqEcRHQ3BP-tASds?authuser=0&hl=en&rclk=1
Restaurant Facil,4.8,889,Fine dining restaurant,"Potsdamer Str. 3, 10785 Berlin, Germany",Berlin,Germany,https://facil.de/de/,+49 30 590051234,https://www.google.com/maps/place/Restaurant+Facil/data=!4m7!3m6!1s0x47a8504a94b9e203:0x7b2115cb49fb6b1c!8m2!3d52.5089804!4d13.37369!16s%2Fg%2F1tjffwbb!19sChIJA-K5lEpQqEcRHGv7ScsVIXs?authuser=0&hl=en&rclk=1
Dreh-Restaurant Sphere im Berliner Fernsehturm,4.4,"7,106",German restaurant,"Alexanderplatz, 1 Panoramastraße 1A, 10178 Berlin, Germany",Berlin,Germany,http://www.tv-turm.de/,+49 30 247575875,https://www.google.com/maps/place/Dreh-Restaurant+Sphere+im+Berliner+Fernsehturm/data=!4m7!3m6!1s0x416523cffc3f8c67:0xa5c6ae67a29ab513!8m2!3d52.5208204!4d13.4093677!16s%2Fg%2F11b6__mw0x!19sChIJZ4w__M8jZUERE7WaomeuxqU?authuser=0&hl=en&rclk=1
Schnitzelei,4.5,"4,075",German restaurant,"Röntgenstraße 7b, 10587 Berlin, Germany",Berlin,Germany,https://schnitzelei.de/charlottenburg/,+49 30 34702777,https://www.google.com/maps/place/Schnitzelei/data=!4m7!3m6!1s0x47a8511812d40881:0x8f72bd6d28df5f2b!8m2!3d52.519662!4d13.314517!16s%2Fg%2F1th5606z!19sChIJgQjUEhhRqEcRK1_fKG29co8?authuser=0&hl=en&rclk=1
Restaurant Deutsche Oper,4.6,92,German restaurant,"Bismarckstraße 35, 10627 Berlin, Germany",Berlin,Germany,https://www.rdo-berlin.de/,+49 30 34384670,https://www.google.com/maps/place/Restaurant+Deutsche+Oper/data=!4m7!3m6!1s0x47a8512017b0c5e9:0x110d9e086a937312!8m2!3d52.5125236!4d13.3090858!16s%2Fg%2F1tl1mg_s!19sChIJ6cWwFyBRqEcREnOTagieDRE?authuser=0&hl=en&rclk=1
Sönmez Baklava Spandau,4.5,223,Dessert restaurant,"Klosterstraße 30, 13581 Berlin, Germany",Berlin,Germany,https://soenmez-baklava.de/,+49 30 23293455,https://www.google.com/maps/place/S%C3%B6nmez+Baklava+Spandau/data=!4m7!3m6!1s0x47a857930c48812b:0xd6ee8a86dee80144!8m2!3d52.5311111!4d13.1972057!16s%2Fg%2F11tsm7t0j1!19sChIJK4FIDJNXqEcRRAHo3oaK7tY?authuser=0&hl=en&rclk=1
A Mano,4.7,"3,669",Italian restaurant,"Strausberger Pl. 2, 10243 Berlin, Germany",Berlin,Germany,http://www.amano-ristorante.de/,+49 30 95598243,https://www.google.com/maps/place/A+Mano/data=!4m7!3m6!1s0x47a84e1623b079cb:0xa355fb53a80d566c!8m2!3d52.5193916!4d13.4273865!16s%2Fg%2F1hc0s4f1h!19sChIJy3mwIxZOqEcRbFYNqFP7VaM?authuser=0&hl=en&rclk=1
Signature India - Berlin,4.7,207,Indian restaurant,"Hennigsdorfer Str. 77, 13503 Berlin, Germany",Berlin,Germany,https://www.signature-india.com/,+49 30 62855494,https://www.google.com/maps/place/Signature+India+-+Berlin/data=!4m7!3m6!1s0x47a855fcb34f3c83:0x6574660c36e69cb1!8m2!3d52.6186638!4d13.2211926!16s%2Fg%2F11jsrgbr0s!19sChIJgzxPs_xVqEcRsZzmNgxmdGU?authuser=0&hl=en&rclk=1
Elefant,4.5,"3,281",German restaurant,"Fuggerstraße 18, 10777 Berlin, Germany",Berlin,Germany,http://www.restaurant-elefant.de/,+49 30 23607346,https://www.google.com/maps/place/Elefant/data=!4m7!3m6!1s0x47a850510623d57f:0x5d365788e1cbe829!8m2!3d52.4990554!4d13.3453728!16s%2Fg%2F1tc_vmmr!19sChIJf9UjBlFQqEcRKejL4YhXNl0?authuser=0&hl=en&rclk=1
Vesuvio,4.6,"1,623",Italian restaurant,"Strausberger Pl. 8, 10243 Berlin, Germany",Berlin,Germany,https://www.ristorante-vesuvio-berlin.de/,+49 30 42029589,https://www.google.com/maps/place/Vesuvio/data=!4m7!3m6!1s0x47a84e15fc75dc85:0xa1281f2c1aa479f7!8m2!3d52.5190864!4d13.429525!16s%2Fg%2F1hm30m5zf!19sChIJhdx1_BVOqEcR93mkGiwfKKE?authuser=0&hl=en&rclk=1
Thomas-Eck Berlin,4.3,"2,668",German restaurant,"Pestalozzistraße 25, 10627 Berlin, Germany",Berlin,Germany,https://www.thomaseck.com/,+49 30 3128742,https://www.google.com/maps/place/Thomas-Eck+Berlin/data=!4m7!3m6!1s0x47a850e063af58c7:0x65c3cd69875128b7!8m2!3d52.5080556!4d13.3091667!16s%2Fg%2F1wt3mfd6!19sChIJx1ivY-BQqEcRtyhRh2nNw2U?authuser=0&hl=en&rclk=1
Gasthaus Krombach,4.3,"2,467",German restaurant,"Meinekestraße 4, 10719 Berlin, Germany",Berlin,Germany,https://www.gasthaus-krombach.de/,+49 30 8818602,https://www.google.com/maps/place/Gasthaus+Krombach/data=!4m7!3m6!1s0x47a850f95989d46f:0x3714e129363bd7e!8m2!3d52.5021517!4d13.3286923!16s%2Fg%2F1xtf0lqk!19sChIJb9SJWflQqEcRfr1jkxJOcQM?authuser=0&hl=en&rclk=1
NENI Berlin,4.3,"3,919",Mediterranean restaurant,"Budapester Str. 40, 10787 Berlin, Germany",Berlin,Germany,https://nenifood.com/restaurants/berlin,+49 30 120221200,https://www.google.com/maps/place/NENI+Berlin/data=!4m7!3m6!1s0x47a85055611510f9:0x7f67d148e844fc21!8m2!3d52.5056581!4d13.3378949!16s%2Fg%2F1pxq5lhls!19sChIJ-RAVYVVQqEcRIfxE6EjRZ38?authuser=0&hl=en&rclk=1
Heising,4.6,433,French restaurant,"Rankestraße 32, 10789 Berlin, Germany",Berlin,Germany,http://www.restaurant-heising.de/,+49 30 2133952,https://www.google.com/maps/place/Heising/data=!4m7!3m6!1s0x47a850ff414b2595:0x83ffc26c38e5e304!8m2!3d52.5032196!4d13.3349524!16s%2Fg%2F1td08zm2!19sChIJlSVLQf9QqEcRBOPlOGzC_4M?authuser=0&hl=en&rclk=1
Restaurant Marjellchen,4.6,"1,944",German restaurant,"Mommsenstraße 9, 10629 Berlin, Germany",Berlin,Germany,http://www.restaurant-marjellchen-berlin.de/,+49 30 8832676,https://www.google.com/maps/place/Restaurant+Marjellchen/data=!4m7!3m6!1s0x47a850e48c3433ef:0x38ee9ce445d4569b!8m2!3d52.5031687!4d13.3177558!16s%2Fg%2F1tt8b8xf!19sChIJ7zM0jORQqEcRm1bUReSc7jg?authuser=0&hl=en&rclk=1
BLESS Restaurant,4.5,"1,153",Asian restaurant,"Hausvogteipl. 10, 10117 Berlin, Germany",Berlin,Germany,https://bless-restaurants.com/,+49 30 20619795,https://www.google.com/maps/place/BLESS+Restaurant/data=!4m7!3m6!1s0x47a8518e5446ed29:0x414b04762b9f4b36!8m2!3d52.5124086!4d13.3967904!16s%2Fg%2F11lkzg8dhv!19sChIJKe1GVI5RqEcRNkufK3YES0E?authuser=0&hl=en&rclk=1
Alt-Berliner Wirtshaus,4.3,"3,500",German restaurant,"Wilhelmstraße 77, 10117 Berlin, Germany",Berlin,Germany,http://www.altberliner-wirtshaus.de/,+49 30 22488205,https://www.google.com/maps/place/Alt-Berliner+Wirtshaus/data=!4m7!3m6!1s0x47a851c5e7cc52db:0xac6ffeb41b57c2d3!8m2!3d52.514443!4d13.3813895!16s%2Fg%2F1tgpm1cz!19sChIJ21LM58VRqEcR08JXG7T-b6w?authuser=0&hl=en&rclk=1
Hackethal's,4.7,"1,228",German restaurant,"Pflugstraße 11, 10115 Berlin, Germany",Berlin,Germany,http://www.hackethals.de/,+49 30 28387765,https://www.google.com/maps/place/Hackethal%27s/data=!4m7!3m6!1s0x47a8518d9f3a38c3:0x3c2d0dde90bfbe2e!8m2!3d52.5364086!4d13.3795799!16s%2Fg%2F1vl9qj6z!19sChIJwzg6n41RqEcRLr6_kN4NLTw?authuser=0&hl=en&rclk=1
Five Guys,3.8,"1,160",Hamburger restaurant,"Alter Spandauer Weg 1, 14641 Wustermark, Germany",Wustermark,Germany,https://restaurants.fiveguys.de/brandenburg/alter-spandauer-weg-1?y_source=1_MjQ0NTA3OTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+49 33234 319805,https://www.google.com/maps/place/Five+Guys/data=!4m7!3m6!1s0x47a8fb1adde72e1f:0xaf7e1793755a6dc1!8m2!3d52.5396085!4d12.9806421!16s%2Fg%2F11np60g5rj!19sChIJHy7n3Rr7qEcRwW1adZMXfq8?authuser=0&hl=en&rclk=1
La Gondola Due,4.4,620,Italian restaurant,"Beerenstraße 57, 14163 Berlin, Germany",Berlin,Germany,http://www.lagondoladue.de/,+49 30 8027973,https://www.google.com/maps/place/La+Gondola+Due/data=!4m7!3m6!1s0x47a8594f288bc44b:0x96bff23b629a7624!8m2!3d52.4377052!4d13.2335868!16s%2Fg%2F1vn17kgm!19sChIJS8SLKE9ZqEcRJHaaYjvyv5Y?authuser=0&hl=en&rclk=1
Ebert,4.6,855,German restaurant,"Eisenzahnstraße 59, 10709 Berlin, Germany",Berlin,Germany,https://www.restaurant-ebert.de/,+49 30 8917567,https://www.google.com/maps/place/Ebert/data=!4m7!3m6!1s0x47a850e9a5a46641:0x4b296bee9e70b296!8m2!3d52.4967139!4d13.3053778!16s%2Fg%2F1vknndhm!19sChIJQWakpelQqEcRlrJwnu5rKUs?authuser=0&hl=en&rclk=1
Belmondo,4.6,540,French restaurant,"Knesebeckstraße 93, 10623 Berlin, Germany",Berlin,Germany,http://www.belmondo-berlin.de/,+49 30 36287261,https://www.google.com/maps/place/Belmondo/data=!4m7!3m6!1s0x47a8511d558332fd:0x83e722c22d30d24f!8m2!3d52.5090466!4d13.3232022!16s%2Fg%2F1wb8sqxs!19sChIJ_TKDVR1RqEcRT9IwLcIi54M?authuser=0&hl=en&rclk=1
Cookies Cream,4.5,"1,195",Fine dining restaurant,"Behrenstraße 55, 10117 Berlin, Germany",Berlin,Germany,https://cookiescream.com/,+49 30 680730448,https://www.google.com/maps/place/Cookies+Cream/data=!4m7!3m6!1s0x47a851c4b6eb8f57:0x74567436341aaa20!8m2!3d52.51562!4d13.3876966!16s%2Fg%2F1thtc4xq!19sChIJV4_rtsRRqEcRIKoaNDZ0VnQ?authuser=0&hl=en&rclk=1
De Maufel,4.7,190,Restaurant,"Leonhardtstraße 13, 14057 Berlin, Germany",Berlin,Germany,http://www.de-maufel.com/,+49 30 31004399,https://www.google.com/maps/place/De+Maufel/data=!4m7!3m6!1s0x47a850dbdb32c18b:0x8717e99a553882f!8m2!3d52.5058104!4d13.2961319!16s%2Fg%2F1tvryrq3!19sChIJi8Ey29tQqEcRL4hTpZl-cQg?authuser=0&hl=en&rclk=1
Lokal,4.4,903,German restaurant,"Linienstraße 160, 10115 Berlin, Germany",Berlin,Germany,http://www.lokal-berlinmitte.de/,+49 30 28449500,https://www.google.com/maps/place/Lokal/data=!4m7!3m6!1s0x47a851e6001a49ef:0x331ef005ec081289!8m2!3d52.5278823!4d13.3947796!16s%2Fg%2F1hcbjbnmh!19sChIJ70kaAOZRqEcRiRII7AXwHjM?authuser=0&hl=en&rclk=1
Pantry,4.5,980,Restaurant,"Friedrichstraße 120, 10117 Berlin, Germany",Berlin,Germany,http://www.pantry-berlin.com/,+49 30 28091113,https://www.google.com/maps/place/Pantry/data=!4m7!3m6!1s0x47a851e97b0b4607:0xeac00ec9e04e2d22!8m2!3d52.526615!4d13.3868762!16s%2Fg%2F11cfh5w2j!19sChIJB0YLe-lRqEcRIi1O4MkOwOo?authuser=0&hl=en&rclk=1
Restaurant Maximilians Berlin,4.4,"10,149",Bavarian restaurant,"Friedrichstraße 185-190, 10117 Berlin, Germany",Berlin,Germany,https://www.maximilians-berlin.de/,+49 30 20450559,https://www.google.com/maps/place/Restaurant+Maximilians+Berlin/data=!4m7!3m6!1s0x47a851d07038fccd:0xee7212867d17fced!8m2!3d52.5114055!4d13.3892688!16s%2Fg%2F1v3dr4q3!19sChIJzfw4cNBRqEcR7fwXfYYScu4?authuser=0&hl=en&rclk=1
Upper Burger Grill,4.7,"5,907",Hamburger restaurant,"Rankestraße 3, 10789 Berlin, Germany",Berlin,Germany,https://speisekartenweb.de/restaurants/berlin/upper-burger-grill-4806?utm_source=google_profile&utm_medium=google_profile&utm_campaign=admin,+49 30 55221733,https://www.google.com/maps/place/Upper+Burger+Grill/data=!4m7!3m6!1s0x47a850ff3ee0121b:0xde011c8e23e64532!8m2!3d52.5033326!4d13.3342994!16s%2Fg%2F11c44dwp59!19sChIJGxLgPv9QqEcRMkXmI44cAd4?authuser=0&hl=en&rclk=1
Restaurant Bieberbau,4.5,565,Fine dining restaurant,"Durlacher Str. 15, 10715 Berlin, Germany",Berlin,Germany,http://www.bieberbau-berlin.de/,+49 30 8532390,https://www.google.com/maps/place/Restaurant+Bieberbau/data=!4m7!3m6!1s0x47a85064140ea9a5:0xe2deefac2752505c!8m2!3d52.4795489!4d13.3337296!16s%2Fg%2F1tfpnqvv!19sChIJpakOFGRQqEcRXFBSJ6zv3uI?authuser=0&hl=en&rclk=1
GOLVET,4.7,555,European restaurant,"Potsdamer Str. 58, 10785 Berlin, Germany",Berlin,Germany,https://golvet.de/,+49 30 89064222,https://www.google.com/maps/place/GOLVET/data=!4m7!3m6!1s0x47a851b566540001:0xb035c51261198075!8m2!3d52.5055!4d13.3675701!16s%2Fg%2F11dyn_4ylf!19sChIJAQBUZrVRqEcRdYAZYRLFNbA?authuser=0&hl=en&rclk=1
Restaurant Dae Mon,4.8,653,Fusion restaurant,"Monbijoupl. 11, 10178 Berlin, Germany",Berlin,Germany,https://dae-mon.com/,+49 30 26304811,https://www.google.com/maps/place/Restaurant+Dae+Mon/data=!4m7!3m6!1s0x47a851e74e032c31:0x25dc3e501793aacf!8m2!3d52.5227699!4d13.399358!16s%2Fg%2F11b6hwzkdv!19sChIJMSwDTudRqEcRz6qTF1A-3CU?authuser=0&hl=en&rclk=1
Buschbeck's Restaurant,4.7,330,German restaurant,"Trendelenburgstraße 14, 14057 Berlin, Germany",Berlin,Germany,http://www.buschbecks-berlin.com/,+49 30 32604166,https://www.google.com/maps/place/Buschbeck%27s+Restaurant/data=!4m7!3m6!1s0x47a850da7288887b:0x431bd08930054597!8m2!3d52.5056877!4d13.2920637!16s%2Fg%2F1tgdh00l!19sChIJe4iIctpQqEcRl0UFMInQG0M?authuser=0&hl=en&rclk=1
Restaurant Mamma Monti,4.8,601,Restaurant,"Carmerstraße 11, 10623 Berlin, Germany",Berlin,Germany,http://www.mamma-monti.com/,+49 30 87335522,https://www.google.com/maps/place/Restaurant+Mamma+Monti/data=!4m7!3m6!1s0x47a850fd2524a199:0x1cfe2c6f3264568d!8m2!3d52.5068684!4d13.3240093!16s%2Fg%2F12lvcsqns!19sChIJmaEkJf1QqEcRjVZkMm8s_hw?authuser=0&hl=en&rclk=1
Bandol sur mer,4.6,302,Fine dining restaurant,"Torstraße 167, 10115 Berlin, Germany",Berlin,Germany,http://www.bandolsurmer.de/,+49 30 67302051,https://www.google.com/maps/place/Bandol+sur+mer/data=!4m7!3m6!1s0x47a851e5f5731ccf:0x7642237fdf066a5f!8m2!3d52.5291384!4d13.3954537!16s%2Fg%2F1td5_ryj!19sChIJzxxz9eVRqEcRX2oG338jQnY?authuser=0&hl=en&rclk=1
1811,4.8,228,German restaurant,"Schlüterstraße 55, 10629 Berlin, Germany",Berlin,Germany,https://1811-berlin.de/,+49 30 8813440,https://www.google.com/maps/place/1811/data=!4m7!3m6!1s0x47a851fa144ecf61:0xb878384cbf6f2f08!8m2!3d52.5044354!4d13.3177009!16s%2Fg%2F11j8z62d6z!19sChIJYc9OFPpRqEcRCC9vv0w4eLg?authuser=0&hl=en&rclk=1
BBQ Kitchen,4.5,"2,233",Barbecue restaurant,"Am Zwirngraben 5, 10178 Berlin, Germany",Berlin,Germany,https://www.bbq-kitchen.de/,+49 30 27909816,https://www.google.com/maps/place/BBQ+Kitchen/data=!4m7!3m6!1s0x47a851e0f2e5fccd:0x918ec470e68f3a3f!8m2!3d52.5229076!4d13.4031242!16s%2Fg%2F1pp2w_4yk!19sChIJzfzl8uBRqEcRPzqP5nDEjpE?authuser=0&hl=en&rclk=1
Bob & Thoms,4.9,140,Restaurant,"Welserstraße 10-12, 10777 Berlin, Germany",Berlin,Germany,http://www.bobthoms.berlin/,+49 30 20929492,https://www.google.com/maps/place/Bob+%26+Thoms/data=!4m7!3m6!1s0x47a8518e32369e9d:0x3271f1921bb6f06a!8m2!3d52.496955!4d13.3420431!16s%2Fg%2F11hyhlm7g3!19sChIJnZ42Mo5RqEcRavC2G5LxcTI?authuser=0&hl=en&rclk=1
Berlinchen / Berlin,4.4,984,German restaurant,"Bayreuther Str. 44, 10787 Berlin, Germany",Berlin,Germany,https://restaurant-berlinchen.de/speisekarte/,+49 30 21996177,https://www.google.com/maps/place/Berlinchen+%2F+Berlin/data=!4m7!3m6!1s0x47a8505382325a6b:0x87995654ca0df42c!8m2!3d52.5037932!4d13.3445357!16s%2Fg%2F1tjl4ykv!19sChIJa1oyglNQqEcRLPQNylRWmYc?authuser=0&hl=en&rclk=1
Restaurant Paris Moskau,4.5,570,Fine dining restaurant,"Alt-Moabit 141, 10557 Berlin, Germany",Berlin,Germany,http://www.paris-moskau.de/,+49 30 3942081,https://www.google.com/maps/place/Restaurant+Paris+Moskau/data=!4m7!3m6!1s0x47a851bc48631c7b:0x5464d9aeaab04fab!8m2!3d52.5225614!4d13.3644572!16s%2Fg%2F11gxssggrt!19sChIJexxjSLxRqEcRq0-wqq7ZZFQ?authuser=0&hl=en&rclk=1
POTS,4.6,247,Restaurant,"Potsdamer Platz 3, 10785 Berlin, Germany",Berlin,Germany,https://www.potsrestaurant.com/de/,+49 30 337775402,https://www.google.com/maps/place/POTS/data=!4m7!3m6!1s0x47a851aa8abeeb37:0x76bf1b3aaf73d7ab!8m2!3d52.5102754!4d13.3752548!16s%2Fg%2F11fjvzyg3z!19sChIJN-u-iqpRqEcRq9dzrzobv3Y?authuser=0&hl=en&rclk=1
Jungbluth,4.6,655,German restaurant,"Lepsiusstraße 63, 12163 Berlin, Germany",Berlin,Germany,http://www.jungbluth-restaurant.de/,+49 30 79789605,https://www.google.com/maps/place/Jungbluth/data=!4m7!3m6!1s0x47a85a8736391a45:0x775cc74e3661660f!8m2!3d52.4603577!4d13.3172908!16s%2Fg%2F1ptwh80js!19sChIJRRo5NodaqEcRD2ZhNk7HXHc?authuser=0&hl=en&rclk=1
Restaurant Trattoria Portofino,4.7,"2,656",Italian restaurant,"Gubener Str. 48, 10243 Berlin, Germany",Berlin,Germany,http://www.portofino-trattoria.de/,+49 30 23910610,https://www.google.com/maps/place/Restaurant+Trattoria+Portofino/data=!4m7!3m6!1s0x47a84e43365ac997:0x513ecc8184fdc3fd!8m2!3d52.5123562!4d13.4484136!16s%2Fg%2F11byt5y2jm!19sChIJl8laNkNOqEcR_cP9hIHMPlE?authuser=0&hl=en&rclk=1
Nante-Eck,4.5,"4,592",German restaurant,"Unter den Linden 35, 10117 Berlin, Germany",Berlin,Germany,https://www.nante-eck.de/,+49 30 22487257,https://www.google.com/maps/place/Nante-Eck/data=!4m7!3m6!1s0x47a851c4be9016e7:0x4174f7a2cb96cf37!8m2!3d52.5166722!4d13.388301!16s%2Fg%2F1v8y31rr!19sChIJ5xaQvsRRqEcRN8-Wy6L3dEE?authuser=0&hl=en&rclk=1
Zur Gerichtslaube,4.4,"4,120",German restaurant,"Poststraße 28, 10178 Berlin, Germany",Berlin,Germany,http://www.gerichtslaube.de/,+49 30 2415697,https://www.google.com/maps/place/Zur+Gerichtslaube/data=!4m7!3m6!1s0x47a84e20bdb1579d:0xb7cf3ec3c53df07e!8m2!3d52.5170542!4d13.4063319!16s%2Fg%2F1q5ccdd1h!19sChIJnVexvSBOqEcRfvA9xcM-z7c?authuser=0&hl=en&rclk=1
Berliner Kartoffelhaus,4.1,"3,056",Restaurant,"Karl-Liebknecht-Str. 9, 10178 Berlin, Germany",Berlin,Germany,http://www.berliner-kartoffelhaus.de/,+49 30 24729373,https://www.google.com/maps/place/Berliner+Kartoffelhaus/data=!4m7!3m6!1s0x47a851e006b10fbb:0xbc58216f0033fc83!8m2!3d52.5211111!4d13.406111!16s%2Fg%2F11cm3y2mmk!19sChIJuw-xBuBRqEcRg_wzAG8hWLw?authuser=0&hl=en&rclk=1
Paulaner Wirtshaus Berlin Potsdamer Platz,4.4,"1,529",European restaurant,"in der Fußgängerzone außerhalb von The Playce Potsdamer Platz, Alte Potsdamer Str. 1, 10785 Berlin, Germany",Berlin,Germany,http://www.paulaner-wirtshaus-berlinpotsdamerplatz.de/,+49 170 7859422,https://www.google.com/maps/place/Paulaner+Wirtshaus+Berlin+Potsdamer+Platz/data=!4m7!3m6!1s0x47a8518f44d2a465:0xfdf558db37a41668!8m2!3d52.5083769!4d13.3753139!16s%2Fg%2F11fpj5tvzl!19sChIJZaTSRI9RqEcRaBakN9tY9f0?authuser=0&hl=en&rclk=1
Katz Orange,4.4,"2,068",Restaurant,"Bergstraße 22, 10115 Berlin, Germany",Berlin,Germany,http://www.katzorange.com/,+49 30 983208430,https://www.google.com/maps/place/Katz+Orange/data=!4m7!3m6!1s0x47a851ef983c6843:0x2aeec6d5f082e4a4!8m2!3d52.5314438!4d13.3946245!16s%2Fg%2F119vm3_tq!19sChIJQ2g8mO9RqEcRpOSC8NXG7io?authuser=0&hl=en&rclk=1
Boulevard Friedrichstrasse,4.4,"1,689",German restaurant,"Friedrichstraße 106C, 10117 Berlin, Germany",Berlin,Germany,http://www.boulevard.berlin/,+49 30 2833437,https://www.google.com/maps/place/Boulevard+Friedrichstrasse/data=!4m7!3m6!1s0x47a851c278be912b:0xfcbf836137f2ae63!8m2!3d52.5230098!4d13.3884871!16s%2Fg%2F1v6qgnkm!19sChIJK5G-eMJRqEcRY67yN2GDv_w?authuser=0&hl=en&rclk=1
Gaststätte Berliner Wappen,4.4,452,German restaurant,"Michaelkirchpl. 11, 10179 Berlin, Germany",Berlin,Germany,http://www.gaststaette-berlinerwappen.de/,+49 30 2793614,https://www.google.com/maps/place/Gastst%C3%A4tte+Berliner+Wappen/data=!4m7!3m6!1s0x47a84e308ea00ca9:0x92626fb0050727f0!8m2!3d52.5077861!4d13.4205523!16s%2Fg%2F1tggsk9q!19sChIJqQygjjBOqEcR8CcHBbBvYpI?authuser=0&hl=en&rclk=1
Restaurant Berliner Hof,4.5,"1,015",German restaurant,"Hildegardstraße 14, 10715 Berlin, Germany",Berlin,Germany,http://www.restaurant-berliner-hof.de/,+49 30 85072860,https://www.google.com/maps/place/Restaurant+Berliner+Hof/data=!4m7!3m6!1s0x47a8508a2afe13e3:0x230a35ca2da8d78d!8m2!3d52.4819388!4d13.3225588!16s%2Fg%2F1tcw766j!19sChIJ4xP-KopQqEcRjdeoLco1CiM?authuser=0&hl=en&rclk=1
Zur letzten Instanz,4.2,"2,958",German restaurant,"Waisenstraße 14-16, 10179 Berlin, Germany",Berlin,Germany,https://zurletzteninstanz.com/,+49 30 2425528,https://www.google.com/maps/place/Zur+letzten+Instanz/data=!4m7!3m6!1s0x47a84e23cf1b61d5:0xcb3cca6019ceaa2a!8m2!3d52.5173692!4d13.4137999!16s%2Fg%2F1226m4c_!19sChIJ1WEbzyNOqEcRKqrOGWDKPMs?authuser=0&hl=en&rclk=1
Gaffel Haus Berlin - Das kölsche Konsulat in der Hauptstadt,4.5,"1,839",German restaurant,"Direkt neben dem Maritim proArte Hotel, Dorotheenstraße 65, 10117 Berlin, Germany",Berlin,Germany,http://www.gaffel-haus-berlin.de/,+49 30 31011693,https://www.google.com/maps/place/Gaffel+Haus+Berlin+-+Das+k%C3%B6lsche+Konsulat+in+der+Hauptstadt/data=!4m7!3m6!1s0x47a851da244b90a1:0x5c44fa61728e15c6!8m2!3d52.5184794!4d13.3867796!16s%2Fg%2F1hc6z1fcp!19sChIJoZBLJNpRqEcRxhWOcmH6RFw?authuser=0&hl=en&rclk=1
BLOCK HOUSE,4.4,"9,564",Steak house,"Karl-Liebknecht-Str. 7, 10178 Berlin, Germany",Berlin,Germany,https://www.block-house.de/restaurants/berlin/am-alexanderplatz,+49 30 2423300,https://www.google.com/maps/place/BLOCK+HOUSE/data=!4m7!3m6!1s0x47a851dfe4ab0063:0x4a62c057045acb76!8m2!3d52.5206283!4d13.4050927!16s%2Fg%2F1td4cl5v!19sChIJYwCr5N9RqEcRdstaBFfAYko?authuser=0&hl=en&rclk=1
PeterPaul,4.7,901,German restaurant,"Torstraße 99, 10119 Berlin, Germany",Berlin,Germany,http://peterpaul.berlin/,+49 30 43773043,https://www.google.com/maps/place/PeterPaul/data=!4m7!3m6!1s0x47a851e37af0326d:0x1e84aa3b3e40a389!8m2!3d52.5299794!4d13.4042659!16s%2Fg%2F11c6w0p0fh!19sChIJbTLweuNRqEcRiaNAPjuqhB4?authuser=0&hl=en&rclk=1
Salamat,4.7,"1,062",Middle Eastern restaurant,"Gartenstraße 1, 10115 Berlin, Germany",Berlin,Germany,https://www.salamat-berlin.de/,+49 30 28884994,https://www.google.com/maps/place/Salamat/data=!4m7!3m6!1s0x47a851ef458ba3cb:0xb8b3aac055bd49b2!8m2!3d52.5287366!4d13.393801!16s%2Fg%2F11ddvcbbkr!19sChIJy6OLRe9RqEcRskm9VcCqs7g?authuser=0&hl=en&rclk=1
Restaurant Nolle,4.3,"2,654",German restaurant,"S-bahnbogen, Georgenstraße 203, 10117 Berlin, Germany",Berlin,Germany,http://www.restaurant-nolle.de/,+49 30 2082645,https://www.google.com/maps/place/Restaurant+Nolle/data=!4m7!3m6!1s0x47a851c3187ccf59:0x66974a8efea924!8m2!3d52.5199974!4d13.3890252!16s%2Fg%2F1tfgnfgp!19sChIJWc98GMNRqEcRJKn-jkqXZgA?authuser=0&hl=en&rclk=1
Pequena Habana Restaurant Berlin,4.8,782,Cuban restaurant,"Eisenacher Str. 48, 10823 Berlin, Germany",Berlin,Germany,https://pequena-habana.de/,+49 30 30360275,https://www.google.com/maps/place/Pequena+Habana+Restaurant+Berlin/data=!4m7!3m6!1s0x47a85043ba902fd3:0xa61ed9c449c1cc7c!8m2!3d52.4877694!4d13.3491678!16s%2Fg%2F11bc7t0qgq!19sChIJ0y-QukNQqEcRfMzBScTZHqY?authuser=0&hl=en&rclk=1
